Spieltag,Heim,Auswärts,H_tore,A_tore,HeimFormation,HeimStartelf,HeimSubs,ToreRaw,where,size,AuswaertsFormation,AuswaertsStartelf,AuswaertsSubs
3,SV BW Hohen Neuendorf,Berlin Türkspor,4,2,5-4-1,"Kopmann, Rüdiger, Stoltz, Diels, Domke, Schock-Negrete, Wolf, Lendner, Lange, Röttgen, Soine","Bacanu, Vogt, Dündar, Butt, Przesang",0:1 (6.) Soine; 0:2 (28.) Soine; 0:3 (33.) Soine; 1:4 (81.) Wolf,away,M,4-2-3-1,"Bätge, Vassiliadis, Turan, Kahraman, Williams, Zardoshtian, Rmieh, Mukuku Zola, Bacak, Korntreff, Kapan","Satici, Krien"
3,TSV Mariendorf 1897,Füchse Berlin,2,0,4-4-2,"Chaw, Austermann, Veilert, Wedemann, Urgelles Montoya, Ulusoy, Pfannschmidt, Kasola, Kromat, Senocak, van Dunem","Veilert, Tutic, Cordeiro, Bühler, Fürst",0:1 (2.) Senocak; 0:2 (83.) Senocak,away,M,4-2-3-1,"Lox, Cygankov, Klecha, Tüysüz, M. Cygankov, Zoungrana, Aslan, Ouédraogo, Sivaci, Haney, Sunday","Brechler, Heerdt, Yildirim, Bourakkadi"
3,Berliner SC,SFC Stern 1900,0,0,4-1-4-1,"Köster, Bossard, Öztürk, Markovic, Trojahn, Nnaemeka-Chukwurah, Schumann, Neumann, Cheung, Ngah, Lorenz","Ugbogbo, Spiegel, Ekandille",,away,M,4-2-3-1,"Dickersbach, Krost, Wobeser, SchönfußHahm, Udeoka, Hajjaj, Rohr, Keita, Gantzberg, Medrane, Fäßler","Drost, Thurau, Rohana, Hartmann, Jouini"
3,Sp.Vg. Blau Weiß 1890 Berlin,FSV Spandauer Kickers,1,2,4-2-3-1,"Hinz, Rocktäschel, Banze, Zingu, Salla, Schulze, Rausch, Toure, Lopes de Oliveira, Geurts, Brömer","Wiebach, Köhne, Schrade, Igkmpinompa, Grabow",2:1 (79.) Köhne,away,M,3-2-3-2,"Dardeike, J. Krumnow, Iseni, Klepczynski, Senninger, Vefonge Wana, Oldor, Kuckei, Dzhaukhar, Tastan, Uzan","Odoubiyi Cocou, Gezer, Sawallich, Agyei-Yeboah"
3,SV Empor Berlin,SC Charlottenburg,1,2,4-1-3-1-1,"Von Hallen, Wenger, Khettal, Falk, Möller, Kühn, Boateng, Meirelles-Hartmann, Schulz, Zander, Albrecht","Neumeier, Nickel, Appiah, Albrecht, Alankus",0:1 (9.) Q. Albrecht,away,L,4-3-3,"Seidel, Lehmann, Brinkmann, Reichel, Droszczak, Michels, Ulucay, Kücük, Engelsing, Maykowski, Löbe","Traore, Schäfer, Onyemaobi, Mestetef"
3,Frohnauer SC,Polar Pinguin Berlin,2,1,4-1-2-2-1,"Paul, Ehritt, Hollnagel, Hampel, Mundt, Seiffert, Musiol, Barnes, Bachar, Kyere, Eickhoff","Hofmann, Lindhammer, Walter, Arend, Wollesen",0:1 (1.) Eickhoff; 1:2 (78.) Musiol,away,S,5-2-2-1,"Erbilgin, Broll, Kahra, Hardt, Ouattara, Matt, Schwabe, Koch, Will, Sondermann, Ndubueze","Kaplan, Löhmann, Schanda, Faizi, Derman"
4,SSC Südwest 1947,TSV Rudow Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
4,Berlin Türkspor,FSV Spandauer Kickers,NA,NA,formation unclear,,,,home,NA,formation unclear,,
4,VSG Altglienicke II,SC Charlottenburg,NA,NA,formation unclear,,,,home,NA,formation unclear,,
4,VfB Fortuna Biesdorf,Füchse Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
4,Sp.Vg. Blau Weiß 1890 Berlin,TSV Mariendorf 1897,NA,NA,formation unclear,,,,home,NA,formation unclear,,
4,SV BW Hohen Neuendorf,SFC Stern 1900,NA,NA,formation unclear,,,,home,NA,formation unclear,,
4,Frohnauer SC,SV Empor Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
4,Berliner SC,1. FC Wilmersdorf,NA,NA,formation unclear,,,,home,NA,formation unclear,,
4,SC Staaken,Polar Pinguin Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
4,TSV Rudow Berlin,SSC Südwest 1947,NA,NA,formation unclear,,,,away,NA,formation unclear,,
4,FSV Spandauer Kickers,Berlin Türkspor,NA,NA,formation unclear,,,,away,NA,formation unclear,,
4,SC Charlottenburg,VSG Altglienicke II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
4,Füchse Berlin,VfB Fortuna Biesdorf,NA,NA,formation unclear,,,,away,NA,formation unclear,,
4,TSV Mariendorf 1897,Sp.Vg. Blau Weiß 1890 Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
4,SFC Stern 1900,SV BW Hohen Neuendorf,NA,NA,formation unclear,,,,away,NA,formation unclear,,
4,SV Empor Berlin,Frohnauer SC,NA,NA,formation unclear,,,,away,NA,formation unclear,,
4,1. FC Wilmersdorf,Berliner SC,NA,NA,formation unclear,,,,away,NA,formation unclear,,
4,Polar Pinguin Berlin,SC Staaken,NA,NA,formation unclear,,,,away,NA,formation unclear,,
5,1. FC Wilmersdorf,TSV Rudow Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
5,Füchse Berlin,VSG Altglienicke II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
5,SFC Stern 1900,SC Staaken,NA,NA,formation unclear,,,,home,NA,formation unclear,,
5,SV Empor Berlin,Sp.Vg. Blau Weiß 1890 Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
5,FSV Spandauer Kickers,SSC Südwest 1947,NA,NA,formation unclear,,,,home,NA,formation unclear,,
5,SC Charlottenburg,SV BW Hohen Neuendorf,NA,NA,formation unclear,,,,home,NA,formation unclear,,
5,Berliner SC,Frohnauer SC,NA,NA,formation unclear,,,,home,NA,formation unclear,,
5,Polar Pinguin Berlin,Berlin Türkspor,NA,NA,formation unclear,,,,home,NA,formation unclear,,
5,TSV Mariendorf 1897,VfB Fortuna Biesdorf,NA,NA,formation unclear,,,,home,NA,formation unclear,,
5,TSV Rudow Berlin,1. FC Wilmersdorf,NA,NA,formation unclear,,,,away,NA,formation unclear,,
5,VSG Altglienicke II,Füchse Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
5,SC Staaken,SFC Stern 1900,NA,NA,formation unclear,,,,away,NA,formation unclear,,
5,Sp.Vg. Blau Weiß 1890 Berlin,SV Empor Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
5,SSC Südwest 1947,FSV Spandauer Kickers,NA,NA,formation unclear,,,,away,NA,formation unclear,,
5,SV BW Hohen Neuendorf,SC Charlottenburg,NA,NA,formation unclear,,,,away,NA,formation unclear,,
5,Frohnauer SC,Berliner SC,NA,NA,formation unclear,,,,away,NA,formation unclear,,
5,Berlin Türkspor,Polar Pinguin Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
5,VfB Fortuna Biesdorf,TSV Mariendorf 1897,NA,NA,formation unclear,,,,away,NA,formation unclear,,
6,SV Empor Berlin,SFC Stern 1900,NA,NA,formation unclear,,,,home,NA,formation unclear,,
6,Sp.Vg. Blau Weiß 1890 Berlin,TSV Rudow Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
6,Frohnauer SC,FSV Spandauer Kickers,NA,NA,formation unclear,,,,home,NA,formation unclear,,
6,Berliner SC,Polar Pinguin Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
6,TSV Mariendorf 1897,SC Charlottenburg,NA,NA,formation unclear,,,,home,NA,formation unclear,,
6,Füchse Berlin,1. FC Wilmersdorf,NA,NA,formation unclear,,,,home,NA,formation unclear,,
6,SV BW Hohen Neuendorf,SC Staaken,NA,NA,formation unclear,,,,home,NA,formation unclear,,
6,VSG Altglienicke II,Berlin Türkspor,NA,NA,formation unclear,,,,home,NA,formation unclear,,
6,VfB Fortuna Biesdorf,SSC Südwest 1947,NA,NA,formation unclear,,,,home,NA,formation unclear,,
6,SFC Stern 1900,SV Empor Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
6,TSV Rudow Berlin,Sp.Vg. Blau Weiß 1890 Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
6,FSV Spandauer Kickers,Frohnauer SC,NA,NA,formation unclear,,,,away,NA,formation unclear,,
6,Polar Pinguin Berlin,Berliner SC,NA,NA,formation unclear,,,,away,NA,formation unclear,,
6,SC Charlottenburg,TSV Mariendorf 1897,NA,NA,formation unclear,,,,away,NA,formation unclear,,
6,1. FC Wilmersdorf,Füchse Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
6,SC Staaken,SV BW Hohen Neuendorf,NA,NA,formation unclear,,,,away,NA,formation unclear,,
6,Berlin Türkspor,VSG Altglienicke II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
6,SSC Südwest 1947,VfB Fortuna Biesdorf,NA,NA,formation unclear,,,,away,NA,formation unclear,,
7,SSC Südwest 1947,Polar Pinguin Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
7,TSV Rudow Berlin,FSV Spandauer Kickers,NA,NA,formation unclear,,,,home,NA,formation unclear,,
7,Berlin Türkspor,SFC Stern 1900,NA,NA,formation unclear,,,,home,NA,formation unclear,,
7,Sp.Vg. Blau Weiß 1890 Berlin,Berliner SC,NA,NA,formation unclear,,,,home,NA,formation unclear,,
7,VSG Altglienicke II,TSV Mariendorf 1897,NA,NA,formation unclear,,,,home,NA,formation unclear,,
7,VfB Fortuna Biesdorf,SV Empor Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
7,Frohnauer SC,1. FC Wilmersdorf,NA,NA,formation unclear,,,,home,NA,formation unclear,,
7,SV BW Hohen Neuendorf,Füchse Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
7,SC Staaken,SC Charlottenburg,NA,NA,formation unclear,,,,home,NA,formation unclear,,
7,Polar Pinguin Berlin,SSC Südwest 1947,NA,NA,formation unclear,,,,away,NA,formation unclear,,
7,FSV Spandauer Kickers,TSV Rudow Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
7,SFC Stern 1900,Berlin Türkspor,NA,NA,formation unclear,,,,away,NA,formation unclear,,
7,Berliner SC,Sp.Vg. Blau Weiß 1890 Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
7,TSV Mariendorf 1897,VSG Altglienicke II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
7,SV Empor Berlin,VfB Fortuna Biesdorf,NA,NA,formation unclear,,,,away,NA,formation unclear,,
7,1. FC Wilmersdorf,Frohnauer SC,NA,NA,formation unclear,,,,away,NA,formation unclear,,
7,Füchse Berlin,SV BW Hohen Neuendorf,NA,NA,formation unclear,,,,away,NA,formation unclear,,
7,SC Charlottenburg,SC Staaken,NA,NA,formation unclear,,,,away,NA,formation unclear,,
8,SC Charlottenburg,Berlin Türkspor,NA,NA,formation unclear,,,,home,NA,formation unclear,,
8,1. FC Wilmersdorf,FSV Spandauer Kickers,NA,NA,formation unclear,,,,home,NA,formation unclear,,
8,Füchse Berlin,SC Staaken,NA,NA,formation unclear,,,,home,NA,formation unclear,,
8,SFC Stern 1900,SSC Südwest 1947,NA,NA,formation unclear,,,,home,NA,formation unclear,,
8,SV Empor Berlin,VSG Altglienicke II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
8,Frohnauer SC,Sp.Vg. Blau Weiß 1890 Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
8,Berliner SC,VfB Fortuna Biesdorf,NA,NA,formation unclear,,,,home,NA,formation unclear,,
8,Polar Pinguin Berlin,TSV Rudow Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
8,TSV Mariendorf 1897,SV BW Hohen Neuendorf,NA,NA,formation unclear,,,,home,NA,formation unclear,,
8,Berlin Türkspor,SC Charlottenburg,NA,NA,formation unclear,,,,away,NA,formation unclear,,
8,FSV Spandauer Kickers,1. FC Wilmersdorf,NA,NA,formation unclear,,,,away,NA,formation unclear,,
8,SC Staaken,Füchse Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
8,SSC Südwest 1947,SFC Stern 1900,NA,NA,formation unclear,,,,away,NA,formation unclear,,
8,VSG Altglienicke II,SV Empor Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
8,Sp.Vg. Blau Weiß 1890 Berlin,Frohnauer SC,NA,NA,formation unclear,,,,away,NA,formation unclear,,
8,VfB Fortuna Biesdorf,Berliner SC,NA,NA,formation unclear,,,,away,NA,formation unclear,,
8,TSV Rudow Berlin,Polar Pinguin Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
8,SV BW Hohen Neuendorf,TSV Mariendorf 1897,NA,NA,formation unclear,,,,away,NA,formation unclear,,
9,SSC Südwest 1947,SC Charlottenburg,NA,NA,formation unclear,,,,home,NA,formation unclear,,
9,TSV Rudow Berlin,SFC Stern 1900,NA,NA,formation unclear,,,,home,NA,formation unclear,,
9,Berlin Türkspor,Füchse Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
9,VSG Altglienicke II,Berliner SC,NA,NA,formation unclear,,,,home,NA,formation unclear,,
9,VfB Fortuna Biesdorf,Frohnauer SC,NA,NA,formation unclear,,,,home,NA,formation unclear,,
9,Sp.Vg. Blau Weiß 1890 Berlin,1. FC Wilmersdorf,NA,NA,formation unclear,,,,home,NA,formation unclear,,
9,FSV Spandauer Kickers,Polar Pinguin Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
9,SV BW Hohen Neuendorf,SV Empor Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
9,SC Staaken,TSV Mariendorf 1897,NA,NA,formation unclear,,,,home,NA,formation unclear,,
9,SC Charlottenburg,SSC Südwest 1947,NA,NA,formation unclear,,,,away,NA,formation unclear,,
9,SFC Stern 1900,TSV Rudow Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
9,Füchse Berlin,Berlin Türkspor,NA,NA,formation unclear,,,,away,NA,formation unclear,,
9,Berliner SC,VSG Altglienicke II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
9,Frohnauer SC,VfB Fortuna Biesdorf,NA,NA,formation unclear,,,,away,NA,formation unclear,,
9,1. FC Wilmersdorf,Sp.Vg. Blau Weiß 1890 Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
9,Polar Pinguin Berlin,FSV Spandauer Kickers,NA,NA,formation unclear,,,,away,NA,formation unclear,,
9,SV Empor Berlin,SV BW Hohen Neuendorf,NA,NA,formation unclear,,,,away,NA,formation unclear,,
9,TSV Mariendorf 1897,SC Staaken,NA,NA,formation unclear,,,,away,NA,formation unclear,,
10,SSC Südwest 1947,SC Staaken,NA,NA,formation unclear,,,,home,NA,formation unclear,,
10,1. FC Wilmersdorf,Berlin Türkspor,NA,NA,formation unclear,,,,home,NA,formation unclear,,
10,TSV Rudow Berlin,SV BW Hohen Neuendorf,NA,NA,formation unclear,,,,home,NA,formation unclear,,
10,Füchse Berlin,Berliner SC,NA,NA,formation unclear,,,,home,NA,formation unclear,,
10,SC Charlottenburg,Frohnauer SC,NA,NA,formation unclear,,,,home,NA,formation unclear,,
10,SFC Stern 1900,Sp.Vg. Blau Weiß 1890 Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
10,FSV Spandauer Kickers,VSG Altglienicke II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
10,Polar Pinguin Berlin,VfB Fortuna Biesdorf,NA,NA,formation unclear,,,,home,NA,formation unclear,,
10,TSV Mariendorf 1897,SV Empor Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
10,SC Staaken,SSC Südwest 1947,NA,NA,formation unclear,,,,away,NA,formation unclear,,
10,Berlin Türkspor,1. FC Wilmersdorf,NA,NA,formation unclear,,,,away,NA,formation unclear,,
10,SV BW Hohen Neuendorf,TSV Rudow Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
10,Berliner SC,Füchse Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
10,Frohnauer SC,SC Charlottenburg,NA,NA,formation unclear,,,,away,NA,formation unclear,,
10,Sp.Vg. Blau Weiß 1890 Berlin,SFC Stern 1900,NA,NA,formation unclear,,,,away,NA,formation unclear,,
10,VSG Altglienicke II,FSV Spandauer Kickers,NA,NA,formation unclear,,,,away,NA,formation unclear,,
10,VfB Fortuna Biesdorf,Polar Pinguin Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
10,SV Empor Berlin,TSV Mariendorf 1897,NA,NA,formation unclear,,,,away,NA,formation unclear,,
11,Berlin Türkspor,SSC Südwest 1947,NA,NA,formation unclear,,,,home,NA,formation unclear,,
11,Sp.Vg. Blau Weiß 1890 Berlin,SC Charlottenburg,NA,NA,formation unclear,,,,home,NA,formation unclear,,
11,VSG Altglienicke II,Polar Pinguin Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
11,VfB Fortuna Biesdorf,SFC Stern 1900,NA,NA,formation unclear,,,,home,NA,formation unclear,,
11,SV Empor Berlin,1. FC Wilmersdorf,NA,NA,formation unclear,,,,home,NA,formation unclear,,
11,Frohnauer SC,Füchse Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
11,Berliner SC,TSV Mariendorf 1897,NA,NA,formation unclear,,,,home,NA,formation unclear,,
11,SV BW Hohen Neuendorf,FSV Spandauer Kickers,NA,NA,formation unclear,,,,home,NA,formation unclear,,
11,SC Staaken,TSV Rudow Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
11,SSC Südwest 1947,Berlin Türkspor,NA,NA,formation unclear,,,,away,NA,formation unclear,,
11,SC Charlottenburg,Sp.Vg. Blau Weiß 1890 Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
11,Polar Pinguin Berlin,VSG Altglienicke II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
11,SFC Stern 1900,VfB Fortuna Biesdorf,NA,NA,formation unclear,,,,away,NA,formation unclear,,
11,1. FC Wilmersdorf,SV Empor Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
11,Füchse Berlin,Frohnauer SC,NA,NA,formation unclear,,,,away,NA,formation unclear,,
11,TSV Mariendorf 1897,Berliner SC,NA,NA,formation unclear,,,,away,NA,formation unclear,,
11,FSV Spandauer Kickers,SV BW Hohen Neuendorf,NA,NA,formation unclear,,,,away,NA,formation unclear,,
11,TSV Rudow Berlin,SC Staaken,NA,NA,formation unclear,,,,away,NA,formation unclear,,
12,1. FC Wilmersdorf,Polar Pinguin Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
12,Füchse Berlin,SSC Südwest 1947,NA,NA,formation unclear,,,,home,NA,formation unclear,,
12,SC Charlottenburg,TSV Rudow Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
12,Sp.Vg. Blau Weiß 1890 Berlin,VfB Fortuna Biesdorf,NA,NA,formation unclear,,,,home,NA,formation unclear,,
12,SFC Stern 1900,FSV Spandauer Kickers,NA,NA,formation unclear,,,,home,NA,formation unclear,,
12,SV Empor Berlin,SC Staaken,NA,NA,formation unclear,,,,home,NA,formation unclear,,
12,Frohnauer SC,VSG Altglienicke II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
12,Berliner SC,SV BW Hohen Neuendorf,NA,NA,formation unclear,,,,home,NA,formation unclear,,
12,TSV Mariendorf 1897,Berlin Türkspor,NA,NA,formation unclear,,,,home,NA,formation unclear,,
12,Polar Pinguin Berlin,1. FC Wilmersdorf,NA,NA,formation unclear,,,,away,NA,formation unclear,,
12,SSC Südwest 1947,Füchse Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
12,TSV Rudow Berlin,SC Charlottenburg,NA,NA,formation unclear,,,,away,NA,formation unclear,,
12,VfB Fortuna Biesdorf,Sp.Vg. Blau Weiß 1890 Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
12,FSV Spandauer Kickers,SFC Stern 1900,NA,NA,formation unclear,,,,away,NA,formation unclear,,
12,SC Staaken,SV Empor Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
12,VSG Altglienicke II,Frohnauer SC,NA,NA,formation unclear,,,,away,NA,formation unclear,,
12,SV BW Hohen Neuendorf,Berliner SC,NA,NA,formation unclear,,,,away,NA,formation unclear,,
12,Berlin Türkspor,TSV Mariendorf 1897,NA,NA,formation unclear,,,,away,NA,formation unclear,,
13,1. FC Wilmersdorf,SFC Stern 1900,NA,NA,formation unclear,,,,home,NA,formation unclear,,
13,Füchse Berlin,FSV Spandauer Kickers,NA,NA,formation unclear,,,,home,NA,formation unclear,,
13,SC Charlottenburg,Polar Pinguin Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
13,Sp.Vg. Blau Weiß 1890 Berlin,SV BW Hohen Neuendorf,NA,NA,formation unclear,,,,home,NA,formation unclear,,
13,SV Empor Berlin,SSC Südwest 1947,NA,NA,formation unclear,,,,home,NA,formation unclear,,
13,VfB Fortuna Biesdorf,VSG Altglienicke II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
13,Frohnauer SC,SC Staaken,NA,NA,formation unclear,,,,home,NA,formation unclear,,
13,Berliner SC,Berlin Türkspor,NA,NA,formation unclear,,,,home,NA,formation unclear,,
